#        T (MeV)   d\mu_e/dL_\mu  d\mu_\mu/dL_\mu  d\mu_\tau/dL_\mu  d\mu_{\nu_e}/dL_\mu  d\mu_{\nu_\mu}/dL_\mu  d\mu_{\nu_\tau}/dL_\mu   d\mu_Q/dL_\mu   d\mu_B/dL_\mu in units of T^-2
      6.0700e+03     -1.5404e-01       1.8460e+00       -1.5537e-01           3.0807e-01             2.3081e+00              3.0673e-01      4.6211e-01     -9.6462e-02
      6.0750e+03     -1.5403e-01       1.8460e+00       -1.5537e-01           3.0807e-01             2.3081e+00              3.0673e-01      4.6210e-01     -9.6454e-02
      6.0800e+03     -1.5403e-01       1.8460e+00       -1.5536e-01           3.0806e-01             2.3081e+00              3.0673e-01      4.6209e-01     -9.6445e-02
      6.0850e+03     -1.5403e-01       1.8460e+00       -1.5536e-01           3.0806e-01             2.3081e+00              3.0673e-01      4.6209e-01     -9.6436e-02
      6.0900e+03     -1.5403e-01       1.8460e+00       -1.5535e-01           3.0805e-01             2.3081e+00              3.0672e-01      4.6208e-01     -9.6428e-02
      6.0950e+03     -1.5402e-01       1.8460e+00       -1.5535e-01           3.0805e-01             2.3081e+00              3.0672e-01      4.6207e-01     -9.6419e-02
      6.1000e+03     -1.5402e-01       1.8460e+00       -1.5534e-01           3.0804e-01             2.3081e+00              3.0672e-01      4.6206e-01     -9.6411e-02
      6.1050e+03     -1.5402e-01       1.8460e+00       -1.5534e-01           3.0804e-01             2.3081e+00              3.0672e-01      4.6206e-01     -9.6402e-02
      6.1100e+03     -1.5402e-01       1.8460e+00       -1.5534e-01           3.0803e-01             2.3081e+00              3.0671e-01      4.6205e-01     -9.6394e-02
      6.1150e+03     -1.5401e-01       1.8460e+00       -1.5533e-01           3.0803e-01             2.3081e+00              3.0671e-01      4.6204e-01     -9.6385e-02
      6.1200e+03     -1.5401e-01       1.8460e+00       -1.5533e-01           3.0802e-01             2.3081e+00              3.0671e-01      4.6203e-01     -9.6377e-02
      6.1250e+03     -1.5401e-01       1.8460e+00       -1.5532e-01           3.0802e-01             2.3081e+00              3.0671e-01      4.6203e-01     -9.6368e-02
      6.1300e+03     -1.5401e-01       1.8460e+00       -1.5532e-01           3.0801e-01             2.3081e+00              3.0670e-01      4.6202e-01     -9.6360e-02
      6.1350e+03     -1.5400e-01       1.8461e+00       -1.5531e-01           3.0801e-01             2.3081e+00              3.0670e-01      4.6201e-01     -9.6351e-02
      6.1400e+03     -1.5400e-01       1.8461e+00       -1.5531e-01           3.0800e-01             2.3081e+00              3.0670e-01      4.6201e-01     -9.6343e-02
      6.1450e+03     -1.5400e-01       1.8461e+00       -1.5530e-01           3.0800e-01             2.3081e+00              3.0670e-01      4.6200e-01     -9.6335e-02
      6.1500e+03     -1.5400e-01       1.8461e+00       -1.5530e-01           3.0799e-01             2.3081e+00              3.0669e-01      4.6199e-01     -9.6326e-02
      6.1550e+03     -1.5400e-01       1.8461e+00       -1.5530e-01           3.0799e-01             2.3080e+00              3.0669e-01      4.6199e-01     -9.6318e-02
      6.1600e+03     -1.5399e-01       1.8461e+00       -1.5529e-01           3.0799e-01             2.3080e+00              3.0669e-01      4.6198e-01     -9.6310e-02
      6.1650e+03     -1.5399e-01       1.8461e+00       -1.5529e-01           3.0798e-01             2.3080e+00              3.0668e-01      4.6197e-01     -9.6301e-02
      6.1700e+03     -1.5399e-01       1.8461e+00       -1.5528e-01           3.0798e-01             2.3080e+00              3.0668e-01      4.6196e-01     -9.6293e-02
      6.1750e+03     -1.5399e-01       1.8461e+00       -1.5528e-01           3.0797e-01             2.3080e+00              3.0668e-01      4.6196e-01     -9.6285e-02
      6.1800e+03     -1.5398e-01       1.8461e+00       -1.5527e-01           3.0797e-01             2.3080e+00              3.0668e-01      4.6195e-01     -9.6277e-02
      6.1850e+03     -1.5398e-01       1.8461e+00       -1.5527e-01           3.0796e-01             2.3080e+00              3.0667e-01      4.6194e-01     -9.6268e-02
      6.1900e+03     -1.5398e-01       1.8461e+00       -1.5526e-01           3.0796e-01             2.3080e+00              3.0667e-01      4.6194e-01     -9.6260e-02
      6.1950e+03     -1.5398e-01       1.8461e+00       -1.5526e-01           3.0795e-01             2.3080e+00              3.0667e-01      4.6193e-01     -9.6252e-02
      6.2000e+03     -1.5397e-01       1.8461e+00       -1.5526e-01           3.0795e-01             2.3080e+00              3.0667e-01      4.6192e-01     -9.6244e-02
      6.2050e+03     -1.5397e-01       1.8461e+00       -1.5525e-01           3.0794e-01             2.3080e+00              3.0666e-01      4.6192e-01     -9.6236e-02
      6.2100e+03     -1.5397e-01       1.8461e+00       -1.5525e-01           3.0794e-01             2.3080e+00              3.0666e-01      4.6191e-01     -9.6228e-02
