#        T (MeV)     d\mu_e/dL_e   d\mu_\mu/dL_e  d\mu_\tau/dL_e  d\mu_{\nu_e}/dL_e   d\mu_{\nu_\mu}/dL_e  d\mu_{\nu_\tau}/dL_e     d\mu_Q/dL_e     d\mu_B/dL_e in units of T^-2
      8.1300e+03      1.8467e+00     -1.5333e-01     -1.5407e-01         2.3066e+00            3.0665e-01            3.0591e-01      4.5997e-01     -9.4135e-02
      8.1350e+03      1.8467e+00     -1.5333e-01     -1.5406e-01         2.3066e+00            3.0664e-01            3.0590e-01      4.5997e-01     -9.4131e-02
      8.1400e+03      1.8467e+00     -1.5332e-01     -1.5406e-01         2.3066e+00            3.0664e-01            3.0590e-01      4.5996e-01     -9.4127e-02
      8.1450e+03      1.8467e+00     -1.5332e-01     -1.5406e-01         2.3066e+00            3.0664e-01            3.0590e-01      4.5996e-01     -9.4124e-02
      8.1500e+03      1.8467e+00     -1.5332e-01     -1.5406e-01         2.3066e+00            3.0664e-01            3.0590e-01      4.5996e-01     -9.4120e-02
      8.1550e+03      1.8467e+00     -1.5332e-01     -1.5406e-01         2.3066e+00            3.0663e-01            3.0590e-01      4.5995e-01     -9.4117e-02
      8.1600e+03      1.8467e+00     -1.5332e-01     -1.5405e-01         2.3066e+00            3.0663e-01            3.0590e-01      4.5995e-01     -9.4113e-02
      8.1650e+03      1.8467e+00     -1.5332e-01     -1.5405e-01         2.3066e+00            3.0663e-01            3.0590e-01      4.5995e-01     -9.4109e-02
      8.1700e+03      1.8467e+00     -1.5332e-01     -1.5405e-01         2.3066e+00            3.0663e-01            3.0589e-01      4.5994e-01     -9.4106e-02
      8.1750e+03      1.8467e+00     -1.5332e-01     -1.5405e-01         2.3066e+00            3.0662e-01            3.0589e-01      4.5994e-01     -9.4102e-02
      8.1800e+03      1.8467e+00     -1.5331e-01     -1.5404e-01         2.3066e+00            3.0662e-01            3.0589e-01      4.5994e-01     -9.4099e-02
      8.1850e+03      1.8467e+00     -1.5331e-01     -1.5404e-01         2.3066e+00            3.0662e-01            3.0589e-01      4.5993e-01     -9.4095e-02
      8.1900e+03      1.8467e+00     -1.5331e-01     -1.5404e-01         2.3066e+00            3.0662e-01            3.0589e-01      4.5993e-01     -9.4092e-02
      8.1950e+03      1.8467e+00     -1.5331e-01     -1.5404e-01         2.3066e+00            3.0661e-01            3.0589e-01      4.5992e-01     -9.4088e-02
      8.2000e+03      1.8467e+00     -1.5331e-01     -1.5404e-01         2.3066e+00            3.0661e-01            3.0588e-01      4.5992e-01     -9.4085e-02
      8.2050e+03      1.8467e+00     -1.5331e-01     -1.5403e-01         2.3066e+00            3.0661e-01            3.0588e-01      4.5992e-01     -9.4081e-02
      8.2100e+03      1.8467e+00     -1.5331e-01     -1.5403e-01         2.3066e+00            3.0661e-01            3.0588e-01      4.5991e-01     -9.4078e-02
      8.2150e+03      1.8467e+00     -1.5331e-01     -1.5403e-01         2.3066e+00            3.0660e-01            3.0588e-01      4.5991e-01     -9.4074e-02
      8.2200e+03      1.8467e+00     -1.5330e-01     -1.5403e-01         2.3066e+00            3.0660e-01            3.0588e-01      4.5991e-01     -9.4071e-02
      8.2250e+03      1.8467e+00     -1.5330e-01     -1.5403e-01         2.3066e+00            3.0660e-01            3.0588e-01      4.5990e-01     -9.4067e-02
      8.2300e+03      1.8467e+00     -1.5330e-01     -1.5402e-01         2.3066e+00            3.0660e-01            3.0588e-01      4.5990e-01     -9.4064e-02
      8.2350e+03      1.8467e+00     -1.5330e-01     -1.5402e-01         2.3066e+00            3.0659e-01            3.0587e-01      4.5990e-01     -9.4060e-02
      8.2400e+03      1.8467e+00     -1.5330e-01     -1.5402e-01         2.3066e+00            3.0659e-01            3.0587e-01      4.5989e-01     -9.4057e-02
      8.2450e+03      1.8467e+00     -1.5330e-01     -1.5402e-01         2.3066e+00            3.0659e-01            3.0587e-01      4.5989e-01     -9.4053e-02
      8.2500e+03      1.8467e+00     -1.5330e-01     -1.5402e-01         2.3066e+00            3.0659e-01            3.0587e-01      4.5988e-01     -9.4050e-02
      8.2550e+03      1.8467e+00     -1.5330e-01     -1.5401e-01         2.3066e+00            3.0658e-01            3.0587e-01      4.5988e-01     -9.4046e-02
      8.2600e+03      1.8467e+00     -1.5329e-01     -1.5401e-01         2.3066e+00            3.0658e-01            3.0587e-01      4.5988e-01     -9.4043e-02
      8.2650e+03      1.8467e+00     -1.5329e-01     -1.5401e-01         2.3066e+00            3.0658e-01            3.0586e-01      4.5987e-01     -9.4039e-02
      8.2700e+03      1.8467e+00     -1.5329e-01     -1.5401e-01         2.3066e+00            3.0658e-01            3.0586e-01      4.5987e-01     -9.4036e-02
      8.2750e+03      1.8467e+00     -1.5329e-01     -1.5400e-01         2.3066e+00            3.0658e-01            3.0586e-01      4.5987e-01     -9.4032e-02
      8.2800e+03      1.8467e+00     -1.5329e-01     -1.5400e-01         2.3066e+00            3.0657e-01            3.0586e-01      4.5986e-01     -9.4029e-02
      8.2850e+03      1.8467e+00     -1.5329e-01     -1.5400e-01         2.3066e+00            3.0657e-01            3.0586e-01      4.5986e-01     -9.4026e-02
      8.2900e+03      1.8467e+00     -1.5329e-01     -1.5400e-01         2.3066e+00            3.0657e-01            3.0586e-01      4.5986e-01     -9.4022e-02
      8.2950e+03      1.8467e+00     -1.5329e-01     -1.5400e-01         2.3066e+00            3.0657e-01            3.0586e-01      4.5985e-01     -9.4019e-02
      8.3000e+03      1.8467e+00     -1.5329e-01     -1.5399e-01         2.3066e+00            3.0656e-01            3.0585e-01      4.5985e-01     -9.4015e-02
      8.3050e+03      1.8467e+00     -1.5328e-01     -1.5399e-01         2.3066e+00            3.0656e-01            3.0585e-01      4.5985e-01     -9.4012e-02
      8.3100e+03      1.8467e+00     -1.5328e-01     -1.5399e-01         2.3066e+00            3.0656e-01            3.0585e-01      4.5984e-01     -9.4009e-02
      8.3150e+03      1.8467e+00     -1.5328e-01     -1.5399e-01         2.3066e+00            3.0656e-01            3.0585e-01      4.5984e-01     -9.4005e-02
      8.3200e+03      1.8467e+00     -1.5328e-01     -1.5399e-01         2.3066e+00            3.0655e-01            3.0585e-01      4.5983e-01     -9.4002e-02
      8.3250e+03      1.8467e+00     -1.5328e-01     -1.5398e-01         2.3066e+00            3.0655e-01            3.0585e-01      4.5983e-01     -9.3998e-02
      8.3300e+03      1.8467e+00     -1.5328e-01     -1.5398e-01         2.3066e+00            3.0655e-01            3.0584e-01      4.5983e-01     -9.3995e-02
      8.3350e+03      1.8467e+00     -1.5328e-01     -1.5398e-01         2.3065e+00            3.0655e-01            3.0584e-01      4.5982e-01     -9.3992e-02
      8.3400e+03      1.8467e+00     -1.5328e-01     -1.5398e-01         2.3065e+00            3.0654e-01            3.0584e-01      4.5982e-01     -9.3988e-02
      8.3450e+03      1.8467e+00     -1.5327e-01     -1.5398e-01         2.3065e+00            3.0654e-01            3.0584e-01      4.5982e-01     -9.3985e-02
      8.3500e+03      1.8467e+00     -1.5327e-01     -1.5397e-01         2.3065e+00            3.0654e-01            3.0584e-01      4.5981e-01     -9.3982e-02
      8.3550e+03      1.8467e+00     -1.5327e-01     -1.5397e-01         2.3065e+00            3.0654e-01            3.0584e-01      4.5981e-01     -9.3978e-02
      8.3600e+03      1.8467e+00     -1.5327e-01     -1.5397e-01         2.3065e+00            3.0653e-01            3.0584e-01      4.5981e-01     -9.3975e-02
      8.3650e+03      1.8467e+00     -1.5327e-01     -1.5397e-01         2.3065e+00            3.0653e-01            3.0583e-01      4.5980e-01     -9.3972e-02
      8.3700e+03      1.8467e+00     -1.5327e-01     -1.5397e-01         2.3065e+00            3.0653e-01            3.0583e-01      4.5980e-01     -9.3968e-02
      8.3750e+03      1.8467e+00     -1.5327e-01     -1.5396e-01         2.3065e+00            3.0653e-01            3.0583e-01      4.5980e-01     -9.3965e-02
      8.3800e+03      1.8467e+00     -1.5327e-01     -1.5396e-01         2.3065e+00            3.0653e-01            3.0583e-01      4.5979e-01     -9.3962e-02
      8.3850e+03      1.8467e+00     -1.5327e-01     -1.5396e-01         2.3065e+00            3.0652e-01            3.0583e-01      4.5979e-01     -9.3958e-02
      8.3900e+03      1.8467e+00     -1.5326e-01     -1.5396e-01         2.3065e+00            3.0652e-01            3.0583e-01      4.5979e-01     -9.3955e-02
      8.3950e+03      1.8467e+00     -1.5326e-01     -1.5396e-01         2.3065e+00            3.0652e-01            3.0583e-01      4.5978e-01     -9.3952e-02
      8.4000e+03      1.8467e+00     -1.5326e-01     -1.5395e-01         2.3065e+00            3.0652e-01            3.0582e-01      4.5978e-01     -9.3948e-02
      8.4050e+03      1.8467e+00     -1.5326e-01     -1.5395e-01         2.3065e+00            3.0651e-01            3.0582e-01      4.5977e-01     -9.3945e-02
      8.4100e+03      1.8467e+00     -1.5326e-01     -1.5395e-01         2.3065e+00            3.0651e-01            3.0582e-01      4.5977e-01     -9.3942e-02
      8.4150e+03      1.8467e+00     -1.5326e-01     -1.5395e-01         2.3065e+00            3.0651e-01            3.0582e-01      4.5977e-01     -9.3939e-02
      8.4200e+03      1.8467e+00     -1.5326e-01     -1.5395e-01         2.3065e+00            3.0651e-01            3.0582e-01      4.5976e-01     -9.3935e-02
      8.4250e+03      1.8467e+00     -1.5326e-01     -1.5394e-01         2.3065e+00            3.0650e-01            3.0582e-01      4.5976e-01     -9.3932e-02
      8.4300e+03      1.8467e+00     -1.5325e-01     -1.5394e-01         2.3065e+00            3.0650e-01            3.0582e-01      4.5976e-01     -9.3929e-02
      8.4350e+03      1.8467e+00     -1.5325e-01     -1.5394e-01         2.3065e+00            3.0650e-01            3.0581e-01      4.5975e-01     -9.3926e-02
      8.4400e+03      1.8467e+00     -1.5325e-01     -1.5394e-01         2.3065e+00            3.0650e-01            3.0581e-01      4.5975e-01     -9.3922e-02
      8.4450e+03      1.8468e+00     -1.5325e-01     -1.5394e-01         2.3065e+00            3.0650e-01            3.0581e-01      4.5975e-01     -9.3919e-02
      8.4500e+03      1.8468e+00     -1.5325e-01     -1.5393e-01         2.3065e+00            3.0649e-01            3.0581e-01      4.5974e-01     -9.3916e-02
      8.4550e+03      1.8468e+00     -1.5325e-01     -1.5393e-01         2.3065e+00            3.0649e-01            3.0581e-01      4.5974e-01     -9.3913e-02
      8.4600e+03      1.8468e+00     -1.5325e-01     -1.5393e-01         2.3065e+00            3.0649e-01            3.0581e-01      4.5974e-01     -9.3910e-02
      8.4650e+03      1.8468e+00     -1.5325e-01     -1.5393e-01         2.3065e+00            3.0649e-01            3.0581e-01      4.5973e-01     -9.3906e-02
      8.4700e+03      1.8468e+00     -1.5325e-01     -1.5393e-01         2.3065e+00            3.0648e-01            3.0580e-01      4.5973e-01     -9.3903e-02
      8.4750e+03      1.8468e+00     -1.5324e-01     -1.5392e-01         2.3065e+00            3.0648e-01            3.0580e-01      4.5973e-01     -9.3900e-02
      8.4800e+03      1.8468e+00     -1.5324e-01     -1.5392e-01         2.3065e+00            3.0648e-01            3.0580e-01      4.5972e-01     -9.3897e-02
      8.4850e+03      1.8468e+00     -1.5324e-01     -1.5392e-01         2.3065e+00            3.0648e-01            3.0580e-01      4.5972e-01     -9.3894e-02
      8.4900e+03      1.8468e+00     -1.5324e-01     -1.5392e-01         2.3065e+00            3.0648e-01            3.0580e-01      4.5972e-01     -9.3891e-02
      8.4950e+03      1.8468e+00     -1.5324e-01     -1.5392e-01         2.3065e+00            3.0647e-01            3.0580e-01      4.5971e-01     -9.3887e-02
      8.5000e+03      1.8468e+00     -1.5324e-01     -1.5392e-01         2.3065e+00            3.0647e-01            3.0579e-01      4.5971e-01     -9.3884e-02
      8.5050e+03      1.8468e+00     -1.5324e-01     -1.5391e-01         2.3065e+00            3.0647e-01            3.0579e-01      4.5971e-01     -9.3881e-02
      8.5100e+03      1.8468e+00     -1.5324e-01     -1.5391e-01         2.3065e+00            3.0647e-01            3.0579e-01      4.5970e-01     -9.3878e-02
      8.5150e+03      1.8468e+00     -1.5324e-01     -1.5391e-01         2.3065e+00            3.0646e-01            3.0579e-01      4.5970e-01     -9.3875e-02
      8.5200e+03      1.8468e+00     -1.5323e-01     -1.5391e-01         2.3065e+00            3.0646e-01            3.0579e-01      4.5970e-01     -9.3872e-02
      8.5250e+03      1.8468e+00     -1.5323e-01     -1.5391e-01         2.3065e+00            3.0646e-01            3.0579e-01      4.5969e-01     -9.3868e-02
      8.5300e+03      1.8468e+00     -1.5323e-01     -1.5390e-01         2.3065e+00            3.0646e-01            3.0579e-01      4.5969e-01     -9.3865e-02
      8.5350e+03      1.8468e+00     -1.5323e-01     -1.5390e-01         2.3065e+00            3.0646e-01            3.0578e-01      4.5969e-01     -9.3862e-02
      8.5400e+03      1.8468e+00     -1.5323e-01     -1.5390e-01         2.3065e+00            3.0645e-01            3.0578e-01      4.5968e-01     -9.3859e-02
      8.5450e+03      1.8468e+00     -1.5323e-01     -1.5390e-01         2.3065e+00            3.0645e-01            3.0578e-01      4.5968e-01     -9.3856e-02
      8.5500e+03      1.8468e+00     -1.5323e-01     -1.5390e-01         2.3065e+00            3.0645e-01            3.0578e-01      4.5968e-01     -9.3853e-02
      8.5550e+03      1.8468e+00     -1.5323e-01     -1.5389e-01         2.3064e+00            3.0645e-01            3.0578e-01      4.5967e-01     -9.3850e-02
      8.5600e+03      1.8468e+00     -1.5323e-01     -1.5389e-01         2.3064e+00            3.0644e-01            3.0578e-01      4.5967e-01     -9.3847e-02
      8.5650e+03      1.8468e+00     -1.5322e-01     -1.5389e-01         2.3064e+00            3.0644e-01            3.0578e-01      4.5967e-01     -9.3843e-02
      8.5700e+03      1.8468e+00     -1.5322e-01     -1.5389e-01         2.3064e+00            3.0644e-01            3.0577e-01      4.5966e-01     -9.3840e-02
      8.5750e+03      1.8468e+00     -1.5322e-01     -1.5389e-01         2.3064e+00            3.0644e-01            3.0577e-01      4.5966e-01     -9.3837e-02
      8.5800e+03      1.8468e+00     -1.5322e-01     -1.5388e-01         2.3064e+00            3.0644e-01            3.0577e-01      4.5966e-01     -9.3834e-02
      8.5850e+03      1.8468e+00     -1.5322e-01     -1.5388e-01         2.3064e+00            3.0643e-01            3.0577e-01      4.5965e-01     -9.3831e-02
      8.5900e+03      1.8468e+00     -1.5322e-01     -1.5388e-01         2.3064e+00            3.0643e-01            3.0577e-01      4.5965e-01     -9.3828e-02
      8.5950e+03      1.8468e+00     -1.5322e-01     -1.5388e-01         2.3064e+00            3.0643e-01            3.0577e-01      4.5965e-01     -9.3825e-02
      8.6000e+03      1.8468e+00     -1.5322e-01     -1.5388e-01         2.3064e+00            3.0643e-01            3.0577e-01      4.5964e-01     -9.3822e-02
      8.6050e+03      1.8468e+00     -1.5322e-01     -1.5388e-01         2.3064e+00            3.0642e-01            3.0576e-01      4.5964e-01     -9.3819e-02
      8.6100e+03      1.8468e+00     -1.5321e-01     -1.5387e-01         2.3064e+00            3.0642e-01            3.0576e-01      4.5964e-01     -9.3816e-02
      8.6150e+03      1.8468e+00     -1.5321e-01     -1.5387e-01         2.3064e+00            3.0642e-01            3.0576e-01      4.5963e-01     -9.3813e-02
      8.6200e+03      1.8468e+00     -1.5321e-01     -1.5387e-01         2.3064e+00            3.0642e-01            3.0576e-01      4.5963e-01     -9.3810e-02
      8.6250e+03      1.8468e+00     -1.5321e-01     -1.5387e-01         2.3064e+00            3.0642e-01            3.0576e-01      4.5963e-01     -9.3807e-02
